# #################################################################
# Table 10: Bridge function for Gamma = 80.0.
# -----------------------------------------------------------------
#      r/d		      B(r/d)		  sigma[B(r/d)]		 
# -----------------------------------------------------------------
  1.90000000e-02	 -2.13992011e+01	  2.60824296e-01
  2.90000000e-02	 -2.03482952e+01	  1.06353986e-01
  3.90000000e-02	 -1.98808690e+01	  4.35861996e-02
  4.90000000e-02	 -1.99570115e+01	  5.16024336e-02
  5.90000000e-02	 -1.99353057e+01	  3.73046556e-02
  6.90000000e-02	 -1.98740398e+01	  3.42991698e-02
  7.90000000e-02	 -1.98082471e+01	  2.37098055e-02
  8.90000000e-02	 -1.97246951e+01	  2.62900040e-02
  9.90000000e-02	 -1.97184229e+01	  2.31611258e-02
  1.09000000e-01	 -1.96694782e+01	  1.96496283e-02
  1.19000000e-01	 -1.95667625e+01	  1.77699332e-02
  1.29000000e-01	 -1.95313268e+01	  1.80726321e-02
  1.39000000e-01	 -1.94363792e+01	  1.75097075e-02
  1.49000000e-01	 -1.93750184e+01	  1.35118250e-02
  1.59000000e-01	 -1.93013543e+01	  1.21224466e-02
  1.69000000e-01	 -1.91921212e+01	  1.15619608e-02
  1.79000000e-01	 -1.91195805e+01	  1.32654285e-02
  1.89000000e-01	 -1.90284757e+01	  1.15730998e-02
  1.99000000e-01	 -1.89195461e+01	  2.88403868e-02
  2.09000000e-01	 -1.88241593e+01	  2.70416363e-02
  2.19000000e-01	 -1.86766213e+01	  2.19320187e-02
  2.29000000e-01	 -1.85789995e+01	  1.89758414e-02
  2.39000000e-01	 -1.84810671e+01	  1.64739690e-02
  2.49000000e-01	 -1.83901321e+01	  1.78503912e-02
  2.59000000e-01	 -1.82419922e+01	  1.47016715e-02
  2.69000000e-01	 -1.81075389e+01	  1.59064368e-02
  2.79000000e-01	 -1.79830151e+01	  1.54859598e-02
  2.89000000e-01	 -1.78430235e+01	  1.40824830e-02
  2.99000000e-01	 -1.77018653e+01	  1.25325903e-02
  3.09000000e-01	 -1.75735237e+01	  1.73927590e-02
  3.19000000e-01	 -1.74365078e+01	  1.38347117e-02
  3.29000000e-01	 -1.72777954e+01	  1.19523172e-02
  3.39000000e-01	 -1.71348249e+01	  1.06688557e-02
  3.49000000e-01	 -1.69960425e+01	  1.17514918e-02
  3.59000000e-01	 -1.68380145e+01	  1.14657629e-02
  3.69000000e-01	 -1.66930007e+01	  1.09109308e-02
  3.79000000e-01	 -1.65192731e+01	  1.05828113e-02
  3.89000000e-01	 -1.63658740e+01	  1.04282174e-02
  3.99000000e-01	 -1.61992416e+01	  2.51983954e-02
  4.09000000e-01	 -1.60317146e+01	  2.01607376e-02
  4.19000000e-01	 -1.58577225e+01	  2.15901311e-02
  4.29000000e-01	 -1.56807114e+01	  1.82789771e-02
  4.39000000e-01	 -1.55409888e+01	  1.82789410e-02
  4.49000000e-01	 -1.54035872e+01	  1.65331645e-02
  4.59000000e-01	 -1.52092333e+01	  1.85169117e-02
  4.69000000e-01	 -1.50273425e+01	  1.74525849e-02
  4.79000000e-01	 -1.48673483e+01	  1.75835009e-02
  4.89000000e-01	 -1.47047734e+01	  1.72597263e-02
  4.99000000e-01	 -1.45193230e+01	  1.51064947e-02
  5.09000000e-01	 -1.43836500e+01	  1.44203035e-02
  5.19000000e-01	 -1.41694401e+01	  1.63450272e-02
  5.29000000e-01	 -1.39967113e+01	  1.63289298e-02
  5.39000000e-01	 -1.38115509e+01	  1.29581654e-02
  5.49000000e-01	 -1.36394006e+01	  1.56138576e-02
  5.59000000e-01	 -1.34550819e+01	  1.63736152e-02
  5.69000000e-01	 -1.32928345e+01	  1.33803399e-02
  5.79000000e-01	 -1.31231725e+01	  1.38750195e-02
  5.89000000e-01	 -1.29349869e+01	  1.50404326e-02
  5.99000000e-01	 -1.27391826e+01	  1.47282775e-02
  6.09000000e-01	 -1.25738981e+01	  1.20227659e-02
  6.19000000e-01	 -1.23792744e+01	  1.23423353e-02
  6.29000000e-01	 -1.22126748e+01	  1.44241849e-02
  6.39000000e-01	 -1.20248638e+01	  1.33134173e-02
  6.49000000e-01	 -1.18606239e+01	  1.20827093e-02
  6.59000000e-01	 -1.16840142e+01	  1.22798210e-02
  6.69000000e-01	 -1.15015224e+01	  1.06640685e-02
  6.79000000e-01	 -1.13173883e+01	  1.20417558e-02
  6.89000000e-01	 -1.11553975e+01	  1.21661207e-02
  6.99000000e-01	 -1.09573099e+01	  1.07714235e-02
  7.09000000e-01	 -1.07927168e+01	  1.14162626e-02
  7.19000000e-01	 -1.06344197e+01	  1.02525376e-02
  7.29000000e-01	 -1.04577503e+01	  1.07726788e-02
  7.39000000e-01	 -1.02829726e+01	  1.01072786e-02
  7.49000000e-01	 -1.01198573e+01	  1.07219062e-02
  7.59000000e-01	 -9.93138349e+00	  1.10177085e-02
